Match ID,Date,Event,Winner,Loser,Title Match
8,22-10-2023,WrestleMania,Gunther,Kyle O'Reilly,Yes
9,29-10-2023,Backlash,Jinder Mahal,Shelton Benjamin,No
10,05-11-2023,Money in the Bank,R-Truth,Cedric Alexander,Yes
11,01-01-2023,Royal Rumble,Titus O'Neil,Titus O'Neil,Yes
12,08-01-2023,Elimination Chamber,Cedric Alexander,R-Truth,No
13,15-01-2023,WrestleMania,Shelton Benjamin,Jinder Mahal,Yes
14,22-01-2023,Backlash,The Miz,Elias,No
15,29-01-2023,Money in the Bank,Morrison,Matt Hardy,Yes
16,05-02-2023,SummerSlam,Jeff Hardy,Jeff Hardy,No
17,12-02-2023,Survivor Series,John Cena,AJ Styles,Yes
18,19-02-2023,Extreme Rules,Roman Reigns,Seth Rollins,No
19,26-02-2023,Hell in a Cell,Brock Lesnar,Roman Reigns,Yes
20,05-03-2023,Fastlane,Seth Rollins,Brock Lesnar,No
21,12-03-2023,Royal Rumble,Randy Orton,John Cena,Yes
22,19-03-2023,Elimination Chamber,AJ Styles,Bobby Lashley,No
23,26-03-2023,WrestleMania,Edge,Kevin Owens,Yes
24,02-04-2023,Backlash,Drew McIntyre,Drew McIntyre,No
25,09-04-2023,Money in the Bank,Kevin Owens,Edge,Yes
26,16-04-2023,SummerSlam,Bobby Lashley,Randy Orton,No
27,23-04-2023,Survivor Series,Charlotte Flair,Naomi,Yes
28,30-04-2023,Extreme Rules,Becky Lynch,Asuka,No
29,07-05-2023,Hell in a Cell,Sasha Banks,Bayley,Yes
30,14-05-2023,Fastlane,Bayley,Sasha Banks,No
31,21-05-2023,Royal Rumble,Asuka,Shayna Baszler,Yes
32,28-05-2023,Elimination Chamber,Shayna Baszler,Liv Morgan,No
33,04-06-2023,WrestleMania,Nia Jax,Nia Jax,Yes
34,11-06-2023,Backlash,Rhea Ripley,Rhea Ripley,No
35,18-06-2023,Money in the Bank,Liv Morgan,Becky Lynch,Yes
36,25-06-2023,SummerSlam,Naomi,Charlotte Flair,No
37,02-07-2023,Survivor Series,Finn Balor,Ricochet,Yes
38,09-07-2023,Extreme Rules,Kofi Kingston,Xavier Woods,No
39,16-07-2023,Hell in a Cell,Big E,Big E,Yes
40,23-07-2023,Fastlane,Xavier Woods,Kofi Kingston,No
41,30-07-2023,Royal Rumble,Ricochet,Finn Balor,Yes
42,06-08-2023,Elimination Chamber,Aleister Black,Velveteen Dream,No
43,13-08-2023,WrestleMania,Tommaso Ciampa,Johnny Gargano,Yes
44,20-08-2023,Backlash,Johnny Gargano,Tommaso Ciampa,No
45,27-08-2023,Money in the Bank,Adam Cole,Aleister Black,Yes
46,03-09-2023,SummerSlam,Velveteen Dream,Adam Cole,No
47,10-09-2023,Survivor Series,Keith Lee,Roderick Strong,Yes
48,17-09-2023,Extreme Rules,Damian Priest,Dexter Lumis,No
49,24-09-2023,Hell in a Cell,Dexter Lumis,Bronson Reed,Yes
50,01-10-2023,Fastlane,Bronson Reed,Damian Priest,No
1,08-10-2023,Royal Rumble,Roderick Strong,Keith Lee,Yes
2,15-10-2023,Elimination Chamber,Kyle O'Reilly,Gunther,No
3,22-10-2023,WrestleMania,Pete Dunne,Walter,Yes
4,29-10-2023,Backlash,Ilja Dragunov,Ilja Dragunov,No
5,05-11-2023,Money in the Bank,Walter,Pete Dunne,Yes
6,01-01-2023,Royal Rumble,Gunther,Kyle O'Reilly,Yes
7,08-01-2023,Elimination Chamber,Jinder Mahal,Shelton Benjamin,No
8,15-01-2023,WrestleMania,R-Truth,Cedric Alexander,Yes
9,22-01-2023,Backlash,Titus O'Neil,Titus O'Neil,No
10,29-01-2023,Money in the Bank,Cedric Alexander,R-Truth,Yes
11,05-02-2023,SummerSlam,Shelton Benjamin,Jinder Mahal,No
12,12-02-2023,Survivor Series,The Miz,Elias,Yes
13,19-02-2023,Extreme Rules,Morrison,Matt Hardy,No
14,26-02-2023,Hell in a Cell,Jeff Hardy,Jeff Hardy,Yes
15,05-03-2023,Fastlane,John Cena,AJ Styles,No
16,12-03-2023,Royal Rumble,Roman Reigns,Seth Rollins,Yes
17,19-03-2023,Elimination Chamber,Brock Lesnar,Roman Reigns,No
18,26-03-2023,WrestleMania,Seth Rollins,Brock Lesnar,Yes
19,02-04-2023,Backlash,Randy Orton,John Cena,No
20,09-04-2023,Money in the Bank,AJ Styles,Bobby Lashley,Yes
21,16-04-2023,SummerSlam,Edge,Kevin Owens,No
22,23-04-2023,Survivor Series,Drew McIntyre,Drew McIntyre,Yes
23,30-04-2023,Extreme Rules,Kevin Owens,Edge,No
24,07-05-2023,Hell in a Cell,Bobby Lashley,Randy Orton,Yes
25,14-05-2023,Fastlane,Charlotte Flair,Naomi,No
26,21-05-2023,Royal Rumble,Becky Lynch,Asuka,Yes
27,28-05-2023,Elimination Chamber,Sasha Banks,Bayley,No
28,04-06-2023,WrestleMania,Bayley,Sasha Banks,Yes
29,11-06-2023,Backlash,Asuka,Shayna Baszler,No
30,18-06-2023,Money in the Bank,Shayna Baszler,Liv Morgan,Yes
31,25-06-2023,SummerSlam,Nia Jax,Nia Jax,No
32,02-07-2023,Survivor Series,Rhea Ripley,Rhea Ripley,Yes
33,09-07-2023,Extreme Rules,Liv Morgan,Becky Lynch,No
34,16-07-2023,Hell in a Cell,Naomi,Charlotte Flair,Yes
35,23-07-2023,Fastlane,Finn Balor,Ricochet,No
36,30-07-2023,Royal Rumble,Kofi Kingston,Xavier Woods,Yes
37,06-08-2023,Elimination Chamber,Big E,Big E,No
38,13-08-2023,WrestleMania,Xavier Woods,Kofi Kingston,Yes
39,20-08-2023,Backlash,Ricochet,Finn Balor,No
40,27-08-2023,Money in the Bank,Aleister Black,Velveteen Dream,Yes
41,03-09-2023,SummerSlam,Tommaso Ciampa,Johnny Gargano,No
42,10-09-2023,Survivor Series,Johnny Gargano,Tommaso Ciampa,Yes
43,17-09-2023,Extreme Rules,Adam Cole,Aleister Black,No
44,24-09-2023,Hell in a Cell,Velveteen Dream,Adam Cole,Yes
45,01-10-2023,Fastlane,Keith Lee,Roderick Strong,No
46,08-10-2023,Royal Rumble,Damian Priest,Dexter Lumis,Yes
47,15-10-2023,Elimination Chamber,Dexter Lumis,Bronson Reed,No
48,22-10-2023,WrestleMania,Bronson Reed,Damian Priest,Yes
49,29-10-2023,Backlash,Roderick Strong,Keith Lee,No
50,05-11-2023,Money in the Bank,Kyle O'Reilly,Gunther,Yes
1,01-01-2023,Royal Rumble,Pete Dunne,Walter,Yes
2,08-01-2023,Elimination Chamber,Ilja Dragunov,Ilja Dragunov,No
3,15-01-2023,WrestleMania,Walter,Pete Dunne,Yes
4,22-01-2023,Backlash,Gunther,Kyle O'Reilly,No
5,29-01-2023,Money in the Bank,Jinder Mahal,Shelton Benjamin,Yes
6,05-02-2023,SummerSlam,R-Truth,Cedric Alexander,No
7,12-02-2023,Survivor Series,Titus O'Neil,Titus O'Neil,Yes
8,19-02-2023,Extreme Rules,Cedric Alexander,R-Truth,No
9,26-02-2023,Hell in a Cell,Shelton Benjamin,Jinder Mahal,Yes
10,05-03-2023,Fastlane,The Miz,Elias,No
11,12-03-2023,Royal Rumble,Morrison,Matt Hardy,Yes
12,19-03-2023,Elimination Chamber,Jeff Hardy,Jeff Hardy,No
13,26-03-2023,WrestleMania,John Cena,AJ Styles,Yes
14,02-04-2023,Backlash,Roman Reigns,Seth Rollins,No
15,09-04-2023,Money in the Bank,Brock Lesnar,Roman Reigns,Yes
16,16-04-2023,SummerSlam,Seth Rollins,Brock Lesnar,No
17,23-04-2023,Survivor Series,Randy Orton,John Cena,Yes
18,30-04-2023,Extreme Rules,AJ Styles,Bobby Lashley,No
19,07-05-2023,Hell in a Cell,Edge,Kevin Owens,Yes
20,14-05-2023,Fastlane,Drew McIntyre,Drew McIntyre,No
21,21-05-2023,Royal Rumble,Kevin Owens,Edge,Yes
22,28-05-2023,Elimination Chamber,Bobby Lashley,Randy Orton,No
23,04-06-2023,WrestleMania,Charlotte Flair,Naomi,Yes
24,11-06-2023,Backlash,Becky Lynch,Asuka,No
25,18-06-2023,Money in the Bank,Sasha Banks,Bayley,Yes
26,25-06-2023,SummerSlam,Bayley,Sasha Banks,No
27,02-07-2023,Survivor Series,Asuka,Shayna Baszler,Yes
28,09-07-2023,Extreme Rules,Shayna Baszler,Liv Morgan,No
29,16-07-2023,Hell in a Cell,Nia Jax,Nia Jax,Yes
30,23-07-2023,Fastlane,Rhea Ripley,Rhea Ripley,No
31,30-07-2023,Royal Rumble,Liv Morgan,Becky Lynch,Yes
32,06-08-2023,Elimination Chamber,Naomi,Charlotte Flair,No
33,13-08-2023,WrestleMania,Finn Balor,Ricochet,Yes
34,20-08-2023,Backlash,Kofi Kingston,Xavier Woods,No
35,27-08-2023,Money in the Bank,Big E,Big E,Yes
36,03-09-2023,SummerSlam,Xavier Woods,Kofi Kingston,No
37,10-09-2023,Survivor Series,Ricochet,Finn Balor,Yes
38,17-09-2023,Extreme Rules,Aleister Black,Velveteen Dream,No
39,24-09-2023,Hell in a Cell,Tommaso Ciampa,Johnny Gargano,Yes
40,01-10-2023,Fastlane,Johnny Gargano,Tommaso Ciampa,No
41,08-10-2023,Royal Rumble,Adam Cole,Aleister Black,Yes
42,15-10-2023,Elimination Chamber,Velveteen Dream,Adam Cole,No
43,22-10-2023,WrestleMania,Keith Lee,Roderick Strong,Yes
44,29-10-2023,Backlash,Damian Priest,Dexter Lumis,No
45,05-11-2023,Money in the Bank,Dexter Lumis,Bronson Reed,Yes
46,01-01-2023,Royal Rumble,Bronson Reed,Damian Priest,Yes
47,08-01-2023,Elimination Chamber,Roderick Strong,Keith Lee,No
48,15-01-2023,WrestleMania,Kyle O'Reilly,Gunther,Yes
49,22-01-2023,Backlash,Pete Dunne,Walter,No
50,29-01-2023,Money in the Bank,Ilja Dragunov,Ilja Dragunov,Yes
1,05-02-2023,SummerSlam,Walter,Pete Dunne,No
2,12-02-2023,Survivor Series,Gunther,Kyle O'Reilly,Yes
3,19-02-2023,Extreme Rules,Jinder Mahal,Shelton Benjamin,No
4,26-02-2023,Hell in a Cell,R-Truth,Cedric Alexander,Yes
5,05-03-2023,Fastlane,Titus O'Neil,Titus O'Neil,No
6,12-03-2023,Royal Rumble,Cedric Alexander,R-Truth,Yes
7,19-03-2023,Elimination Chamber,Shelton Benjamin,Jinder Mahal,No
8,26-03-2023,WrestleMania,The Miz,Elias,Yes
9,02-04-2023,Backlash,Morrison,Matt Hardy,No
10,09-04-2023,Money in the Bank,Jeff Hardy,Jeff Hardy,Yes
11,16-04-2023,SummerSlam,John Cena,AJ Styles,No
12,23-04-2023,Survivor Series,Roman Reigns,Seth Rollins,Yes
13,30-04-2023,Extreme Rules,Brock Lesnar,Roman Reigns,No
14,07-05-2023,Hell in a Cell,Seth Rollins,Brock Lesnar,Yes
15,14-05-2023,Fastlane,Randy Orton,John Cena,No
16,21-05-2023,Royal Rumble,AJ Styles,Bobby Lashley,Yes
17,28-05-2023,Elimination Chamber,Edge,Kevin Owens,No
18,04-06-2023,WrestleMania,Drew McIntyre,Drew McIntyre,Yes
19,11-06-2023,Backlash,Kevin Owens,Edge,No
20,18-06-2023,Money in the Bank,Bobby Lashley,Randy Orton,Yes
21,25-06-2023,SummerSlam,Charlotte Flair,Naomi,No
22,02-07-2023,Survivor Series,Becky Lynch,Asuka,Yes
23,09-07-2023,Extreme Rules,Sasha Banks,Bayley,No
24,16-07-2023,Hell in a Cell,Bayley,Sasha Banks,Yes
25,23-07-2023,Fastlane,Asuka,Shayna Baszler,No
26,30-07-2023,Royal Rumble,Shayna Baszler,Liv Morgan,Yes
27,06-08-2023,Elimination Chamber,Nia Jax,Nia Jax,No
28,13-08-2023,WrestleMania,Rhea Ripley,Rhea Ripley,Yes
29,20-08-2023,Backlash,Liv Morgan,Becky Lynch,No
30,27-08-2023,Money in the Bank,Naomi,Charlotte Flair,Yes
31,03-09-2023,SummerSlam,Finn Balor,Ricochet,No
32,10-09-2023,Survivor Series,Kofi Kingston,Xavier Woods,Yes
33,17-09-2023,Extreme Rules,Big E,Big E,No
34,24-09-2023,Hell in a Cell,Xavier Woods,Kofi Kingston,Yes
35,01-10-2023,Fastlane,Ricochet,Finn Balor,No
36,08-10-2023,Royal Rumble,Aleister Black,Velveteen Dream,Yes
37,15-10-2023,Elimination Chamber,Tommaso Ciampa,Johnny Gargano,No
38,22-10-2023,WrestleMania,Johnny Gargano,Tommaso Ciampa,Yes
39,29-10-2023,Backlash,Adam Cole,Aleister Black,No
40,05-11-2023,Money in the Bank,Velveteen Dream,Adam Cole,Yes
41,01-01-2023,Royal Rumble,Keith Lee,Roderick Strong,Yes
42,08-01-2023,Elimination Chamber,Damian Priest,Dexter Lumis,No
43,15-01-2023,WrestleMania,Dexter Lumis,Bronson Reed,Yes
44,22-01-2023,Backlash,Bronson Reed,Damian Priest,No
45,29-01-2023,Money in the Bank,Roderick Strong,Keith Lee,Yes
46,05-02-2023,SummerSlam,Kyle O'Reilly,Gunther,No
47,12-02-2023,Survivor Series,Pete Dunne,Walter,Yes
48,19-02-2023,Extreme Rules,Ilja Dragunov,Ilja Dragunov,No
49,26-02-2023,Hell in a Cell,Walter,Pete Dunne,Yes
50,05-03-2023,Fastlane,Gunther,Kyle O'Reilly,No
